date,shipping_id,status,ship_service_level,estimated_delivery_date,fulfilled_by,update_date
2019-06-15,32888,Cancelled,Expedited,,,
2019-06-15,32889,Pending,Expedited,2019-06-17,,
2019-06-15,32890,Delivered to buyer,Expedited,2019-06-17,,
2019-06-15,32891,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32892,Delivered to buyer,Standard,2019-06-23,,
2019-06-15,32893,Delivered to buyer,Expedited,2019-06-19,,
2019-06-15,32894,Delivered to buyer,Expedited,2019-06-19,,
2019-06-15,32895,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32896,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32897,Delivered to buyer,Expedited,2019-06-17,,
2019-06-15,32898,Delivered to buyer,Expedited,2019-06-17,,
2019-06-15,32899,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32900,Delivered to buyer,Standard,2019-06-21,,
2019-06-15,32901,Delivered to buyer,Expedited,2019-06-19,,
2019-06-15,32902,Delivered to buyer,Standard,2019-06-21,Shiprocket Fulfillment,
2019-06-15,32903,Delivered to buyer,Expedited,2019-06-17,,
2019-06-15,32904,Delivered to buyer,Expedited,2019-06-19,,
2019-06-15,32905,Delivered to buyer,Standard,2019-06-21,Shiprocket Fulfillment,
2019-06-15,32906,Delivered to buyer,Expedited,2019-06-19,,
2019-06-15,32907,Delivered to buyer,Expedited,2019-06-19,,
2019-06-15,32908,Delivered to buyer,Standard,2019-06-22,,
2019-06-15,32909,Delivered to buyer,Standard,2019-06-22,Prozo,
2019-06-15,32910,Delivered to buyer,Standard,2019-06-20,Shiprocket Fulfillment,
2019-06-15,32911,Delivered to buyer,Standard,2019-06-21,Quickshift Fulfillment,
2019-06-15,32912,Delivered to buyer,Standard,2019-06-20,Shiprocket Fulfillment,
2019-06-15,32913,Delivered to buyer,Standard,2019-06-22,DHL,
2019-06-15,32914,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32915,Delivered to buyer,Standard,2019-06-21,,
2019-06-15,32916,At logistics facility,Expedited,2019-06-19,,
2019-06-15,32917,Cancelled,Expedited,,,
2019-06-15,32918,Delivered to buyer,Standard,2019-06-22,Quickshift Fulfillment,
2019-06-15,32919,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32920,Delivered to buyer,Standard,2019-06-23,,
2019-06-15,32921,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32922,Cancelled,Standard,,,
2019-06-15,32923,Delivered to buyer,Standard,2019-06-22,Prozo,
2019-06-15,32924,Delivered to buyer,Standard,2019-06-20,Shiprocket Fulfillment,
2019-06-15,32925,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32926,Delivered to buyer,Standard,2019-06-21,,
2019-06-15,32927,Delivered to buyer,Standard,2019-06-22,Easy Ship,
2019-06-15,32928,Delivered to buyer,Expedited,2019-06-19,,
2019-06-15,32929,Delivered to buyer,Standard,2019-06-23,Prozo,
2019-06-15,32930,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32931,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32932,Delivered to buyer,Standard,2019-06-20,Prozo,
2019-06-15,32933,Cancelled,Expedited,,,
2019-06-15,32934,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32935,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32936,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32937,Delivered to buyer,Standard,2019-06-20,,
2019-06-15,32938,Delivered to buyer,Standard,2019-06-22,Easy Ship,
2019-06-15,32939,Cancelled,Expedited,,,
2019-06-15,32940,Delivered to buyer,Standard,2019-06-23,,
2019-06-15,32941,Delivered to buyer,Standard,2019-06-22,Shiprocket Fulfillment,
2019-06-15,32942,Delivered to buyer,Standard,2019-06-22,DHL,
2019-06-15,32943,Delivered to buyer,Expedited,2019-06-19,,
2019-06-15,32944,Delivered to buyer,Standard,2019-06-20,,
2019-06-15,32945,Delivered to buyer,Expedited,2019-06-17,,
2019-06-15,32946,Cancelled,Expedited,,,
2019-06-15,32947,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32948,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32949,Delivered to buyer,Standard,2019-06-20,Shiprocket Fulfillment,
2019-06-15,32950,At logistics facility,Expedited,2019-06-19,,
2019-06-15,32951,Delivered to buyer,Standard,2019-06-22,Prozo,
2019-06-15,32952,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32953,Delivered to buyer,Standard,2019-06-23,Easy Ship,
2019-06-15,32954,Cancelled,Standard,,Easy Ship,
2019-06-15,32955,Delivered to buyer,Expedited,2019-06-17,,
2019-06-15,32956,Delivered to buyer,Standard,2019-06-20,Shiprocket Fulfillment,
2019-06-15,32957,Delivered to buyer,Standard,2019-06-23,Prozo,
2019-06-15,32958,Delivered to buyer,Expedited,2019-06-17,,
2019-06-15,32959,Delivered to buyer,Expedited,2019-06-19,,
2019-06-15,32960,Delivered to buyer,Standard,2019-06-20,Shiprocket Fulfillment,
2019-06-15,32961,Cancelled,Expedited,,,
2019-06-15,32962,Delivered to buyer,Expedited,2019-06-19,,
2019-06-15,32963,Delivered to buyer,Expedited,2019-06-17,,
2019-06-15,32964,Delivered to buyer,Expedited,2019-06-19,,
2019-06-15,32965,Delivered to buyer,Standard,2019-06-22,,
2019-06-15,32966,Delivered to buyer,Expedited,2019-06-17,,
2019-06-15,32967,Cancelled,Standard,,Shiprocket Fulfillment,
2019-06-15,32968,Delivered to buyer,Standard,2019-06-22,Quickshift Fulfillment,
2019-06-15,32969,Delivered to buyer,Standard,2019-06-22,Prozo,
2019-06-15,32970,Delivered to buyer,Standard,2019-06-23,,
2019-06-15,32971,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32972,Delivered to buyer,Standard,2019-06-23,,
2019-06-15,32973,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32974,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32975,Delivered to buyer,Expedited,2019-06-17,,
2019-06-15,32976,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32977,Delivered to buyer,Standard,2019-06-22,,
2019-06-15,32978,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32979,Delivered to buyer,Standard,2019-06-21,DHL,
2019-06-15,32980,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32981,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32982,Delivered to buyer,Standard,2019-06-23,,
2019-06-15,32983,Cancelled,Standard,,Easy Ship,
2019-06-15,32984,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32985,Delivered to buyer,Standard,2019-06-23,DHL,
2019-06-15,32986,Delivered to buyer,Standard,2019-06-21,DHL,
2019-06-15,32987,Delivered to buyer,Standard,2019-06-21,,
2019-06-15,32988,Cancelled,Expedited,,,
2019-06-15,32989,Delivered to buyer,Expedited,2019-06-17,,
2019-06-15,32990,Delivered to buyer,Standard,2019-06-22,,
2019-06-15,32991,Delivered to buyer,Standard,2019-06-21,DHL,
2019-06-15,32992,Delivered to buyer,Expedited,2019-06-19,,
2019-06-15,32993,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,32994,Delivered to buyer,Standard,2019-06-21,Shiprocket Fulfillment,
2019-06-15,32995,Cancelled,Standard,,,
2019-06-15,32996,Delivered to buyer,Expedited,2019-06-17,,
2019-06-15,32997,Delivered to buyer,Standard,2019-06-21,Easy Ship,
2019-06-15,32998,Cancelled,Expedited,,,
2019-06-15,32999,Delivered to buyer,Expedited,2019-06-19,,
2019-06-15,33000,Delivered to buyer,Standard,2019-06-22,Easy Ship,
2019-06-15,33001,Delivered to buyer,Expedited,2019-06-18,,
2019-06-15,33002,Delivered to buyer,Standard,2019-06-21,Prozo,
2019-06-15,33003,Cancelled,Expedited,,,
2019-06-16,33004,Delivered to buyer,Standard,2019-06-23,,
2019-06-16,33005,Delivered to buyer,Expedited,2019-06-20,,
2019-06-16,33006,Delivered to buyer,Standard,2019-06-23,,
2019-06-16,33007,Returned,Expedited,2019-06-20,,
2019-06-16,33008,Delivered to buyer,Expedited,2019-06-20,,
2019-06-16,33009,Delivered to buyer,Standard,2019-06-24,Shiprocket Fulfillment,
2019-06-16,33010,Delivered to buyer,Standard,2019-06-24,Prozo,
2019-06-16,33011,Delivered to buyer,Expedited,2019-06-20,,
2019-06-16,33012,Delivered to buyer,Expedited,2019-06-18,,
2019-06-16,33013,Delivered to buyer,Expedited,2019-06-20,,
2019-06-16,33014,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33015,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33016,Cancelled,Standard,,,
2019-06-16,33017,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33018,Delivered to buyer,Standard,2019-06-24,Quickshift Fulfillment,
2019-06-16,33019,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33020,Delivered to buyer,Standard,2019-06-21,DHL,
2019-06-16,33021,Cancelled,Standard,,Prozo,
2019-06-16,33022,Delivered to buyer,Standard,2019-06-22,Easy Ship,
2019-06-16,33023,Delivered to buyer,Standard,2019-06-23,Easy Ship,
2019-06-16,33024,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33025,Delivered to buyer,Standard,2019-06-21,Easy Ship,
2019-06-16,33026,Delivered to buyer,Expedited,2019-06-20,,
2019-06-16,33027,Delivered to buyer,Standard,2019-06-21,,
2019-06-16,33028,Delivered to buyer,Standard,2019-06-24,Prozo,
2019-06-16,33029,Delivered to buyer,Standard,2019-06-22,DHL,
2019-06-16,33030,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33031,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33032,Delivered to buyer,Standard,2019-06-24,Easy Ship,
2019-06-16,33033,Delivered to buyer,Expedited,2019-06-18,,
2019-06-16,33034,Delivered to buyer,Standard,2019-06-23,,
2019-06-16,33035,Delivered to buyer,Expedited,2019-06-18,,
2019-06-16,33036,Delivered to buyer,Standard,2019-06-23,,
2019-06-16,33037,Cancelled,Expedited,,,
2019-06-16,33038,Delivered to buyer,Expedited,2019-06-18,,
2019-06-16,33039,Delivered to buyer,Expedited,2019-06-18,,
2019-06-16,33040,Delivered to buyer,Standard,2019-06-21,Quickshift Fulfillment,
2019-06-16,33041,Delivered to buyer,Standard,2019-06-22,,
2019-06-16,33042,Delivered to buyer,Standard,2019-06-22,,
2019-06-16,33043,Delivered to buyer,Expedited,2019-06-18,,
2019-06-16,33044,Delivered to buyer,Expedited,2019-06-20,,
2019-06-16,33045,Delivered to buyer,Expedited,2019-06-20,,
2019-06-16,33046,Cancelled,Expedited,,,
2019-06-16,33047,Delivered to buyer,Standard,2019-06-24,,
2019-06-16,33048,Delivered to buyer,Expedited,2019-06-18,,
2019-06-16,33049,Delivered to buyer,Standard,2019-06-23,,
2019-06-16,33050,Delivered to buyer,Standard,2019-06-24,Prozo,
2019-06-16,33051,Delivered to buyer,Standard,2019-06-23,,
2019-06-16,33052,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33053,Delivered to buyer,Standard,2019-06-22,,
2019-06-16,33054,Delivered to buyer,Expedited,2019-06-20,,
2019-06-16,33055,Delivered to buyer,Expedited,2019-06-20,,
2019-06-16,33056,Delivered to buyer,Standard,2019-06-21,Easy Ship,
2019-06-16,33057,At logistics facility,Expedited,2019-06-20,,
2019-06-16,33058,Delivered to buyer,Standard,2019-06-24,,
2019-06-16,33059,Delivered to buyer,Expedited,2019-06-18,,
2019-06-16,33060,Delivered to buyer,Standard,2019-06-24,,
2019-06-16,33061,Delivered to buyer,Standard,2019-06-24,,
2019-06-16,33062,Delivered to buyer,Standard,2019-06-24,,
2019-06-16,33063,Delivered to buyer,Standard,2019-06-24,,
2019-06-16,33064,Delivered to buyer,Standard,2019-06-21,DHL,
2019-06-16,33065,Delivered to buyer,Expedited,2019-06-20,,
2019-06-16,33066,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33067,Delivered to buyer,Standard,2019-06-21,,
2019-06-16,33068,Delivered to buyer,Expedited,2019-06-18,,
2019-06-16,33069,Cancelled,Expedited,,,
2019-06-16,33070,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33071,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33072,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33073,Delivered to buyer,Standard,2019-06-23,,
2019-06-16,33074,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33075,Delivered to buyer,Expedited,2019-06-20,,
2019-06-16,33076,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33077,Delivered to buyer,Standard,2019-06-23,,
2019-06-16,33078,Delivered to buyer,Expedited,2019-06-20,,
2019-06-16,33079,Delivered to buyer,Standard,2019-06-24,Easy Ship,
2019-06-16,33080,Delivered to buyer,Standard,2019-06-23,Quickshift Fulfillment,
2019-06-16,33081,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33082,Delivered to buyer,Standard,2019-06-23,Easy Ship,
2019-06-16,33083,Delivered to buyer,Expedited,2019-06-20,,
2019-06-16,33084,Delivered to buyer,Standard,2019-06-24,Quickshift Fulfillment,
2019-06-16,33085,Delivered to buyer,Expedited,2019-06-18,,
2019-06-16,33086,Delivered to buyer,Standard,2019-06-22,,
2019-06-16,33087,Delivered to buyer,Expedited,2019-06-18,,
2019-06-16,33088,Delivered to buyer,Standard,2019-06-23,Quickshift Fulfillment,
2019-06-16,33089,Cancelled,Standard,,Prozo,
2019-06-16,33090,Delivered to buyer,Standard,2019-06-21,,
2019-06-16,33091,Delivered to buyer,Standard,2019-06-21,,
2019-06-16,33092,Delivered to buyer,Standard,2019-06-22,Quickshift Fulfillment,
2019-06-16,33093,Delivered to buyer,Standard,2019-06-22,,
2019-06-16,33094,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33095,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33096,Delivered to buyer,Expedited,2019-06-18,,
2019-06-16,33097,Cancelled,Standard,,Easy Ship,
2019-06-16,33098,Cancelled,Standard,,DHL,
2019-06-16,33099,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33100,Delivered to buyer,Standard,2019-06-24,Easy Ship,
2019-06-16,33101,Delivered to buyer,Expedited,2019-06-18,,
2019-06-16,33102,Delivered to buyer,Standard,2019-06-22,,
2019-06-16,33103,Cancelled,Standard,,Quickshift Fulfillment,
2019-06-16,33104,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33105,Delivered to buyer,Standard,2019-06-22,,
2019-06-16,33106,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33107,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33108,Cancelled,Standard,,Shiprocket Fulfillment,
2019-06-16,33109,Delivered to buyer,Standard,2019-06-23,,
2019-06-16,33110,Delivered to buyer,Expedited,2019-06-18,,
2019-06-16,33111,Delivered to buyer,Expedited,2019-06-20,,
2019-06-16,33112,Delivered to buyer,Standard,2019-06-24,,
2019-06-16,33113,Delivered to buyer,Expedited,2019-06-20,,
2019-06-16,33114,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33115,Delivered to buyer,Standard,2019-06-24,Prozo,
2019-06-16,33116,Cancelled,Standard,,Quickshift Fulfillment,
2019-06-16,33117,Delivered to buyer,Expedited,2019-06-20,,
2019-06-16,33118,Delivered to buyer,Standard,2019-06-22,,
2019-06-16,33119,Delivered to buyer,Standard,2019-06-24,Shiprocket Fulfillment,
2019-06-16,33120,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33121,Delivered to buyer,Standard,2019-06-23,,
2019-06-16,33122,Delivered to buyer,Expedited,2019-06-20,,
2019-06-16,33123,Delivered to buyer,Expedited,2019-06-19,,
2019-06-16,33124,Delivered to buyer,Standard,2019-06-24,Prozo,
2019-06-16,33125,Delivered to buyer,Expedited,2019-06-18,,
2019-06-16,33126,Cancelled,Standard,,,
2019-06-16,33127,Pending,Standard,2019-06-23,Prozo,
2019-06-16,33128,Delivered to buyer,Standard,2019-06-22,Prozo,
2019-06-16,33129,Delivered to buyer,Expedited,2019-06-20,,
2019-06-16,33130,Delivered to buyer,Expedited,2019-06-18,,
2019-06-16,33131,Delivered to buyer,Expedited,2019-06-20,,
2019-06-16,33132,Delivered to buyer,Standard,2019-06-23,Easy Ship,
2019-06-16,33133,Delivered to buyer,Standard,2019-06-22,Prozo,
2019-06-17,33134,Delivered to buyer,Standard,2019-06-24,,
2019-06-17,33135,Delivered to buyer,Expedited,2019-06-20,,
2019-06-17,33136,Delivered to buyer,Standard,2019-06-24,,
2019-06-17,33137,Delivered to buyer,Standard,2019-06-25,,
2019-06-17,33138,Delivered to buyer,Expedited,2019-06-20,,
2019-06-17,33139,Delivered to buyer,Standard,2019-06-23,,
2019-06-17,33140,Delivered to buyer,Standard,2019-06-22,,
2019-06-17,33141,Delivered to buyer,Standard,2019-06-24,,
2019-06-17,33142,Delivered to buyer,Standard,2019-06-22,,
2019-06-17,33143,Delivered to buyer,Standard,2019-06-22,,
2019-06-17,33144,Delivered to buyer,Expedited,2019-06-20,,
2019-06-17,33145,Delivered to buyer,Standard,2019-06-25,Easy Ship,
2019-06-17,33146,Delivered to buyer,Expedited,2019-06-20,,
2019-06-17,33147,Delivered to buyer,Expedited,2019-06-19,,
2019-06-17,33148,Delivered to buyer,Standard,2019-06-24,,
2019-06-17,33149,Delivered to buyer,Standard,2019-06-25,Shiprocket Fulfillment,
2019-06-17,33150,Delivered to buyer,Expedited,2019-06-19,,
2019-06-17,33151,Delivered to buyer,Standard,2019-06-25,,
2019-06-17,33152,Delivered to buyer,Expedited,2019-06-21,,
2019-06-17,33153,Delivered to buyer,Expedited,2019-06-21,,
2019-06-17,33154,Returned,Expedited,2019-06-19,,
2019-06-17,33155,Delivered to buyer,Standard,2019-06-22,DHL,
2019-06-17,33156,Delivered to buyer,Expedited,2019-06-19,,
2019-06-17,33157,Delivered to buyer,Standard,2019-06-24,,
2019-06-17,33158,Delivered to buyer,Standard,2019-06-23,Quickshift Fulfillment,
2019-06-17,33159,Delivered to buyer,Expedited,2019-06-20,,
2019-06-17,33160,Delivered to buyer,Expedited,2019-06-21,,
2019-06-17,33161,Delivered to buyer,Expedited,2019-06-21,,
2019-06-17,33162,Delivered to buyer,Expedited,2019-06-20,,
2019-06-17,33163,Delivered to buyer,Expedited,2019-06-19,,
2019-06-17,33164,Cancelled,Standard,,DHL,
2019-06-17,33165,Delivered to buyer,Standard,2019-06-25,DHL,
2019-06-17,33166,Delivered to buyer,Expedited,2019-06-20,,
2019-06-17,33167,Cancelled,Expedited,,,
2019-06-17,33168,Delivered to buyer,Standard,2019-06-24,,
2019-06-17,33169,Delivered to buyer,Standard,2019-06-22,Shiprocket Fulfillment,
2019-06-17,33170,Delivered to buyer,Expedited,2019-06-21,,
2019-06-17,33171,Cancelled,Standard,,,
2019-06-17,33172,Delivered to buyer,Standard,2019-06-22,,
2019-06-17,33173,Returned,Standard,2019-06-24,Quickshift Fulfillment,
2019-06-17,33174,Delivered to buyer,Standard,2019-06-24,,
2019-06-17,33175,At logistics facility,Expedited,2019-06-19,,
2019-06-17,33176,Delivered to buyer,Standard,2019-06-23,,
2019-06-17,33177,Cancelled,Expedited,,,
2019-06-17,33178,Delivered to buyer,Standard,2019-06-23,DHL,
2019-06-17,33179,Delivered to buyer,Standard,2019-06-22,,
2019-06-17,33180,Delivered to buyer,Expedited,2019-06-21,,
2019-06-17,33181,Cancelled,Expedited,,,
2019-06-17,33182,Delivered to buyer,Expedited,2019-06-20,,
2019-06-17,33183,Delivered to buyer,Expedited,2019-06-20,,
2019-06-17,33184,Delivered to buyer,Expedited,2019-06-21,,
2019-06-17,33185,Delivered to buyer,Expedited,2019-06-20,,
2019-06-17,33186,Cancelled,Expedited,,,
2019-06-17,33187,Delivered to buyer,Standard,2019-06-24,,
2019-06-17,33188,Delivered to buyer,Expedited,2019-06-19,,
2019-06-17,33189,Delivered to buyer,Expedited,2019-06-19,,
2019-06-17,33190,Delivered to buyer,Standard,2019-06-23,Shiprocket Fulfillment,
2019-06-17,33191,Delivered to buyer,Expedited,2019-06-21,,
2019-06-17,33192,Delivered to buyer,Standard,2019-06-23,Prozo,
2019-06-17,33193,Cancelled,Standard,,DHL,
2019-06-17,33194,Delivered to buyer,Standard,2019-06-23,Quickshift Fulfillment,
2019-06-17,33195,Delivered to buyer,Standard,2019-06-23,,
2019-06-17,33196,Delivered to buyer,Expedited,2019-06-20,,
2019-06-17,33197,Cancelled,Expedited,,,
2019-06-17,33198,Cancelled,Expedited,,,
2019-06-17,33199,Delivered to buyer,Standard,2019-06-23,,
2019-06-17,33200,Delivered to buyer,Standard,2019-06-22,,
2019-06-17,33201,Cancelled,Standard,,Shiprocket Fulfillment,
2019-06-17,33202,Delivered to buyer,Expedited,2019-06-19,,
2019-06-17,33203,Delivered to buyer,Standard,2019-06-24,DHL,
2019-06-17,33204,At logistics facility,Expedited,2019-06-21,,
2019-06-17,33205,Delivered to buyer,Expedited,2019-06-19,,
2019-06-17,33206,Delivered to buyer,Expedited,2019-06-19,,
2019-06-17,33207,Delivered to buyer,Standard,2019-06-25,,
2019-06-17,33208,Delivered to buyer,Expedited,2019-06-21,,
2019-06-17,33209,Delivered to buyer,Standard,2019-06-25,DHL,
2019-06-17,33210,Delivered to buyer,Standard,2019-06-25,DHL,
2019-06-17,33211,Delivered to buyer,Standard,2019-06-23,,
2019-06-18,33212,Delivered to buyer,Standard,2019-06-26,,
2019-06-18,33213,Delivered to buyer,Standard,2019-06-23,Prozo,
2019-06-18,33214,Delivered to buyer,Expedited,2019-06-21,,
2019-06-18,33215,Cancelled,Standard,,Shiprocket Fulfillment,
2019-06-18,33216,Delivered to buyer,Expedited,2019-06-22,,
2019-06-18,33217,Delivered to buyer,Standard,2019-06-24,,
2019-06-18,33218,Delivered to buyer,Expedited,2019-06-22,,
2019-06-18,33219,Delivered to buyer,Expedited,2019-06-20,,
2019-06-18,33220,Delivered to buyer,Expedited,2019-06-21,,
2019-06-18,33221,Pending,Standard,2019-06-23,,
2019-06-18,33222,Delivered to buyer,Standard,2019-06-24,,
2019-06-18,33223,Delivered to buyer,Standard,2019-06-26,,
2019-06-18,33224,Delivered to buyer,Expedited,2019-06-22,,
2019-06-18,33225,Delivered to buyer,Standard,2019-06-23,DHL,
2019-06-18,33226,Returned,Expedited,2019-06-22,,
2019-06-18,33227,Delivered to buyer,Standard,2019-06-23,,
2019-06-18,33228,Delivered to buyer,Expedited,2019-06-20,,
2019-06-18,33229,Delivered to buyer,Expedited,2019-06-20,,
2019-06-18,33230,Delivered to buyer,Standard,2019-06-25,Prozo,
2019-06-18,33231,Returned,Standard,2019-06-26,Quickshift Fulfillment,
2019-06-18,33232,Delivered to buyer,Expedited,2019-06-22,,
2019-06-18,33233,Cancelled,Standard,,,
2019-06-18,33234,Delivered to buyer,Standard,2019-06-26,DHL,
2019-06-18,33235,Delivered to buyer,Standard,2019-06-23,Quickshift Fulfillment,
2019-06-18,33236,Cancelled,Expedited,,,
2019-06-18,33237,Delivered to buyer,Standard,2019-06-23,Shiprocket Fulfillment,
2019-06-18,33238,Delivered to buyer,Standard,2019-06-26,,
2019-06-18,33239,Delivered to buyer,Standard,2019-06-23,Shiprocket Fulfillment,
2019-06-18,33240,Cancelled,Expedited,,,
2019-06-18,33241,Delivered to buyer,Expedited,2019-06-22,,
2019-06-18,33242,Cancelled,Standard,,,
2019-06-18,33243,Delivered to buyer,Standard,2019-06-24,Shiprocket Fulfillment,
2019-06-18,33244,Delivered to buyer,Standard,2019-06-23,DHL,
2019-06-18,33245,Delivered to buyer,Expedited,2019-06-21,,
2019-06-18,33246,Delivered to buyer,Expedited,2019-06-21,,
2019-06-18,33247,Delivered to buyer,Expedited,2019-06-20,,
2019-06-18,33248,Delivered to buyer,Standard,2019-06-24,,
2019-06-18,33249,Delivered to buyer,Expedited,2019-06-20,,
2019-06-18,33250,Delivered to buyer,Standard,2019-06-26,DHL,
2019-06-18,33251,Delivered to buyer,Standard,2019-06-26,,
2019-06-18,33252,Delivered to buyer,Expedited,2019-06-20,,
2019-06-18,33253,Delivered to buyer,Standard,2019-06-23,,
2019-06-18,33254,Cancelled,Standard,,Shiprocket Fulfillment,
2019-06-18,33255,Delivered to buyer,Expedited,2019-06-21,,
2019-06-18,33256,Cancelled,Expedited,,,
2019-06-18,33257,Delivered to buyer,Standard,2019-06-24,,
2019-06-18,33258,Delivered to buyer,Expedited,2019-06-22,,
2019-06-18,33259,Delivered to buyer,Expedited,2019-06-21,,
2019-06-18,33260,Delivered to buyer,Expedited,2019-06-22,,
2019-06-18,33261,Cancelled,Expedited,,,
2019-06-18,33262,Delivered to buyer,Standard,2019-06-24,DHL,
2019-06-18,33263,Delivered to buyer,Standard,2019-06-26,Easy Ship,
2019-06-18,33264,Delivered to buyer,Expedited,2019-06-22,,
2019-06-18,33265,Delivered to buyer,Standard,2019-06-26,DHL,
2019-06-18,33266,Returned,Expedited,2019-06-21,,
2019-06-18,33267,Delivered to buyer,Standard,2019-06-25,,
2019-06-18,33268,Delivered to buyer,Expedited,2019-06-22,,
2019-06-18,33269,Delivered to buyer,Standard,2019-06-25,Prozo,
2019-06-18,33270,Delivered to buyer,Expedited,2019-06-20,,
2019-06-18,33271,Delivered to buyer,Standard,2019-06-23,Prozo,
2019-06-18,33272,Cancelled,Expedited,,,
2019-06-18,33273,Delivered to buyer,Standard,2019-06-26,,
2019-06-18,33274,Delivered to buyer,Standard,2019-06-26,Easy Ship,
2019-06-18,33275,Delivered to buyer,Standard,2019-06-24,DHL,
2019-06-18,33276,Delivered to buyer,Expedited,2019-06-21,,
2019-06-18,33277,Delivered to buyer,Expedited,2019-06-21,,
2019-06-18,33278,Delivered to buyer,Expedited,2019-06-20,,
2019-06-18,33279,Delivered to buyer,Expedited,2019-06-20,,
2019-06-18,33280,Delivered to buyer,Expedited,2019-06-21,,
2019-06-18,33281,Delivered to buyer,Expedited,2019-06-22,,
2019-06-18,33282,Cancelled,Standard,,Prozo,
2019-06-18,33283,Delivered to buyer,Standard,2019-06-26,,
2019-06-18,33284,Cancelled,Expedited,,,
2019-06-18,33285,Delivered to buyer,Standard,2019-06-26,Prozo,
2019-06-18,33286,Cancelled,Expedited,,,
2019-06-18,33287,Delivered to buyer,Standard,2019-06-24,DHL,
2019-06-18,33288,Delivered to buyer,Standard,2019-06-25,,
2019-06-18,33289,Delivered to buyer,Standard,2019-06-23,,
2019-06-18,33290,Delivered to buyer,Standard,2019-06-26,Shiprocket Fulfillment,
2019-06-18,33291,Delivered to buyer,Standard,2019-06-24,,
2019-06-18,33292,Delivered to buyer,Expedited,2019-06-20,,
2019-06-18,33293,Delivered to buyer,Standard,2019-06-26,,
2019-06-18,33294,Delivered to buyer,Standard,2019-06-26,Easy Ship,
2019-06-18,33295,Delivered to buyer,Expedited,2019-06-20,,
2019-06-18,33296,Delivered to buyer,Expedited,2019-06-21,,
2019-06-18,33297,Delivered to buyer,Expedited,2019-06-21,,
2019-06-18,33298,Delivered to buyer,Standard,2019-06-23,,
2019-06-18,33299,Delivered to buyer,Standard,2019-06-25,Easy Ship,
2019-06-18,33300,Delivered to buyer,Standard,2019-06-26,Prozo,
2019-06-18,33301,Delivered to buyer,Standard,2019-06-26,Easy Ship,
2019-06-18,33302,Delivered to buyer,Standard,2019-06-26,,
2019-06-18,33303,Delivered to buyer,Standard,2019-06-24,,
2019-06-18,33304,Delivered to buyer,Expedited,2019-06-21,,
2019-06-18,33305,Cancelled,Standard,,Prozo,
2019-06-18,33306,Delivered to buyer,Standard,2019-06-24,,
2019-06-18,33307,Delivered to buyer,Standard,2019-06-25,Shiprocket Fulfillment,
